kp_case,dataset,phase,role,joint,case_count,curve_count,mean_duration_sec,mean_target_direction_change_rate_hz,mean_joint_direction_change_rate_hz,mean_target_extrema_rate_hz,mean_joint_extrema_rate_hz,mean_target_dominant_freq_hz,mean_joint_dominant_freq_hz,mean_target_range_rad,mean_joint_range_rad,mean_target_path_rate_radps,mean_joint_path_rate_radps,mean_tracking_err_rms_rad
kp40_kd0.5,sim,complete_support,support_leg,ankle_pitch,1,6,0.34833399454752606,15.543113583648179,11.067830973604616,12.21421232318761,10.617375739638328,3.2737747834989914,3.236314523122667,0.7409545,0.13779416666666666,3.8914965491747107,0.9229345326154311,0.3638444778350136
kp40_kd0.5,sim,complete_support,support_leg,ankle_roll,1,6,0.34833399454752606,26.158877260142123,13.411251137943147,23.36515168837707,8.074469471463892,2.7975674905246706,2.7975674905246706,0.4005984933333333,0.18608106333333332,1.6418035993689502,0.9622160991950386,0.14985689947695752
kp40_kd0.5,sim,complete_support,support_leg,hip_pitch,1,6,0.34833399454752606,32.095339639978164,2.8782961999545176,31.6193413132282,2.42784096598823,2.7975674905246706,2.7975674905246706,0.8019218349999999,0.2698645,4.2466368561213494,1.2049775039635626,0.26822054756646296
kp40_kd0.5,sim,complete_support,support_leg,hip_roll,1,6,0.34833399454752606,23.319645727321156,5.852435413833483,20.441349527366636,3.399154090317532,2.7975674905246706,2.7975674905246706,0.8752368333333335,0.11779221,5.430470912798264,0.5942656939569004,0.3770447399888838
kp40_kd0.5,sim,complete_support,support_leg,knee_pitch,1,6,0.34833399454752606,15.467853528606001,4.2695227929695525,14.977687230063305,1.8416818269813227,2.7975674905246706,2.7975674905246706,1.0277835,0.45971266666666666,4.387440056089037,1.4127916193798737,0.2729376825984902
kp40_kd0.5,sim,complete_swing,swing_leg,ankle_pitch,1,5,0.35000319480895997,20.461552641712778,7.535833898974848,19.26532518117721,6.964635906874894,3.391721418573745,2.785632237060419,0.43906748,0.24972080000000002,2.774467495250329,1.1803926523789567,0.181384603143187
kp40_kd0.5,sim,complete_swing,swing_leg,ankle_roll,1,5,0.35000319480895997,30.651291220308458,14.849394589342225,28.94498939850603,8.073553401852575,2.785632237060419,3.391721418573745,0.41397786,0.07808116,2.425836707846521,0.3881687701309901,0.13579891971856486
kp40_kd0.5,sim,complete_swing,swing_leg,hip_pitch,1,5,0.35000319480895997,25.207380375899184,2.865699372153613,25.207380375899184,1.128745839010781,7.658267260076833,2.785632237060419,0.6663856000000001,0.1953858,5.302038575548425,0.782196122771467,0.18416282217335894
kp40_kd0.5,sim,complete_swing,swing_leg,hip_roll,1,5,0.35000319480895997,27.120546107957598,8.597098116460838,24.302500013295678,5.731398744307226,2.785632237060419,2.785632237060419,1.648324,0.099489828,8.754903904629373,0.49898850117049803,0.6123293654613552
kp40_kd0.5,sim,complete_swing,swing_leg,knee_pitch,1,5,0.35000319480895997,22.871763500893238,7.353037586585861,22.331037428285978,5.562432368955081,2.785632237060419,2.785632237060419,0.6313865999999999,0.4301458,2.692980470300221,1.3862654535611054,0.2581142412625413
