dataset,kp_case,window,role,step_index,joint,case_count,curve_count,mean_target_direction_change_rate_hz,mean_joint_direction_change_rate_hz,mean_target_dominant_freq_hz,mean_joint_dominant_freq_hz,mean_target_extrema_rate_hz,mean_joint_extrema_rate_hz,mean_target_range_rad,mean_joint_range_rad,mean_target_path_rate_radps,mean_joint_path_rate_radps,mean_tracking_err_rms_rad
real,kp25_kd0.4,swing,event_leg,6,hip_pitch,1,1,45.45675635253852,6.060900847005136,2.9413195286936693,2.9413195286936693,45.45675635253852,3.030450423502568,1.0024929999999999,0.17621899999999996,7.350654486346982,0.681618000605468,0.2786111276693313
real,kp25_kd0.4,swing,event_leg,6,hip_roll,1,1,33.33495465852825,12.121801694010273,2.9413195286936693,2.9413195286936693,30.304504235025682,3.030450423502568,1.7,0.02876279,8.710384195808917,0.10459626910772929,0.3904557059064965
real,kp25_kd0.4,swing,event_leg,6,knee_pitch,1,1,30.304504235025682,3.030450423502568,2.9413195286936693,2.9413195286936693,30.304504235025682,3.030450423502568,1.027191,0.927114,3.891392297468377,5.189140265027422,0.5228163426420016
real,kp25_kd0.4,swing,opposite_leg,1,ankle_pitch,1,1,18.75091199542214,18.75091199542214,3.030450423502568,3.030450423502568,9.37545599771107,3.1251519992370236,0.76,0.062247,6.0019669200066765,0.27185384726162953,0.24515204669151325
real,kp25_kd0.4,swing,opposite_leg,1,ankle_roll,1,1,34.37667199160726,18.75091199542214,3.030450423502568,3.030450423502568,31.251519992370234,12.500607996948094,0.4035521,0.0382167,1.9043679359862664,0.26104675913306796,0.17352525273258348
real,kp25_kd0.4,swing,opposite_leg,1,hip_pitch,1,1,18.75091199542214,9.37545599771107,3.030450423502568,3.030450423502568,18.75091199542214,3.1251519992370236,1.69372,0.182164,15.479208493302497,0.6178300496411625,0.5484541961847017
real,kp25_kd0.4,swing,opposite_leg,1,hip_roll,1,1,31.251519992370234,6.250303998474047,3.030450423502568,3.030450423502568,28.12636799313321,0.0,0.6647080000000001,0.13422542,5.397728781440595,0.4734064940063423,0.2311896685216931
real,kp25_kd0.4,swing,opposite_leg,1,knee_pitch,1,1,9.37545599771107,3.1251519992370236,3.030450423502568,3.030450423502568,9.37545599771107,0.0,1.135456,0.730191,6.84339534488925,2.303533912877614,0.3870374521620888
real,kp25_kd0.4,swing,opposite_leg,2,ankle_pitch,1,1,31.251519992370234,6.250303998474047,6.060900847005136,3.030450423502568,28.12636799313321,6.250303998474047,0.668166,0.3351678,7.471790908409435,1.2594943835197066,0.22540021834807256
real,kp25_kd0.4,swing,opposite_leg,2,ankle_roll,1,1,34.37667199160726,9.37545599771107,3.030450423502568,3.030450423502568,34.37667199160726,6.250303998474047,0.6054452,0.1800893,3.6056204304675608,0.9066303461338547,0.38926530448260505
real,kp25_kd0.4,swing,opposite_leg,2,hip_pitch,1,1,31.251519992370234,3.1251519992370236,3.030450423502568,3.030450423502568,31.251519992370234,3.1251519992370236,1.5894270000000001,0.267109,17.358046750091788,1.3453185577835531,0.5169548131870381
