dataset,window,role,step_index,joint,case_count,curve_count,mean_target_direction_change_rate_hz,mean_joint_direction_change_rate_hz,mean_target_dominant_freq_hz,mean_joint_dominant_freq_hz,mean_target_extrema_rate_hz,mean_joint_extrema_rate_hz,mean_target_range_rad,mean_joint_range_rad,mean_target_path_rate_radps,mean_joint_path_rate_radps,mean_tracking_err_rms_rad
sim,swing,opposite_leg,1,ankle_roll,4,4,21.663185326236217,7.765602612033617,3.0081852387315946,3.0081852387315946,19.343034539110533,4.640394717790049,0.26027979999999995,0.043202550000000006,1.3644533297651873,0.1998466645346932,0.10826546081408332
sim,swing,opposite_leg,1,hip_pitch,4,4,29.404739399456915,3.1014946757231368,3.0081852387315946,3.0081852387315946,28.623488654398145,3.1014946757231368,0.967239175,0.22596875,5.161102390700416,1.0051633059348792,0.27529019618567585
sim,swing,opposite_leg,1,hip_roll,4,4,20.171395027848796,10.062096070315311,3.0081852387315946,3.0081852387315946,17.06990035212566,5.4216268359176985,0.7632337499999999,0.113061065,5.213687658163565,0.42596169137192236,0.34063805132326186
sim,swing,opposite_leg,1,knee_pitch,4,4,10.81965222378477,3.1014946757231368,3.0081852387315946,3.0081852387315946,9.257038963197425,0.0,1.07394925,0.40642900000000004,4.80367070237266,1.387871507042436,0.3439740500219632
sim,swing,opposite_leg,2,ankle_pitch,4,4,15.592194116891847,9.384745387210053,3.033257686101358,3.033257686101358,13.221540976044572,7.063082358949567,0.6354051249999999,0.15151350000000002,4.208102244076331,0.8694843639359728,0.23150618020827177
sim,swing,opposite_leg,2,ankle_roll,4,4,21.091133403140645,14.932487150075172,3.033257686101358,3.033257686101358,21.091133403140645,8.724999958374774,0.38529389999999997,0.19534515,1.6788248137137134,0.950856594743456,0.11470293250764454
sim,swing,opposite_leg,2,hip_pitch,4,4,36.02358209119722,3.1282296209042615,3.033257686101358,3.033257686101358,36.02358209119722,1.5151710225926411,0.63294133,0.228349,4.226977821128028,0.8729885382817875,0.22705183755186753
sim,swing,opposite_leg,2,hip_roll,4,4,22.606265963714684,5.4989031612914765,3.033257686101358,3.033257686101358,18.671487812645307,3.9348166130879805,0.78890125,0.10434311249999999,5.5738317279616805,0.5096899665299107,0.31373772396426125
sim,swing,opposite_leg,2,knee_pitch,4,4,18.671454024749263,3.1282296209042615,3.033257686101358,3.033257686101358,17.156283002156623,0.8065485301651132,1.063409,0.44687375,4.8115268939993,1.4487488002637328,0.29350983335365893
sim,swing,opposite_leg,3,ankle_pitch,4,4,14.779772534947327,10.114030427695546,3.0095784733172617,3.0095784733172617,11.676659492682536,10.114030427695546,0.75514675,0.16071200000000002,3.9903020362471446,0.8058196372609217,0.36360294288750356
sim,swing,opposite_leg,3,ankle_roll,4,4,18.520178830359264,13.902003148987701,3.7448732921961043,3.0095784733172617,17.005025870245284,6.914778655489849,0.38352049749999995,0.06502735250000001,2.3515875430729953,0.36729112347733806,0.19701210057028506
sim,swing,opposite_leg,3,hip_pitch,4,4,34.62100809829342,5.375752161428553,3.0095784733172617,3.0095784733172617,33.863341297229226,3.860599201314574,0.987750825,0.19133675,5.043288201793056,1.098261618257402,0.32241426178353394
sim,swing,opposite_leg,3,hip_roll,4,4,20.91628710588751,7.672355135546837,3.7448732921961043,3.0095784733172617,17.813264384629925,3.811665613225056,1.103806,0.1047739875,6.0502314521319045,0.4805717505693452,0.506886967914396
sim,swing,opposite_leg,3,knee_pitch,4,4,14.706694449888868,3.860599201314574,3.0095784733172617,3.0095784733172617,14.706694449888868,0.7575764800569893,0.9468715000000001,0.34994400000000003,4.089442217733727,1.2394252764063363,0.2809070778528654
sim,swing,opposite_leg,4,ankle_pitch,4,4,13.281914654779824,11.719431791593404,3.03046849373386,3.03046849373386,9.37549327555801,10.156855791086583,0.715659,0.14818274999999997,4.242720295240424,1.1351716343294471,0.3913550490599258
sim,swing,opposite_leg,4,ankle_roll,4,4,21.87623169566834,10.15678127447902,3.03046849373386,3.03046849373386,17.969773066137773,7.812954528913431,0.42229594000000004,0.1988478795,1.6008739340492744,0.8777402983287316,0.14749778907766362
sim,swing,opposite_leg,4,hip_pitch,4,4,32.81437548212245,3.1251706341630436,3.03046849373386,3.03046849373386,32.81437548212245,1.5625946336562238,0.73846145,0.23347425000000002,3.879400556035796,1.0845253319345536,0.23318921403264029
sim,swing,opposite_leg,4,hip_roll,4,4,19.532125516821903,4.687672124280584,3.03046849373386,3.03046849373386,16.406954882658862,3.906421379221814,0.9049990000000001,0.13670144499999998,5.407134022480481,0.7811890975791985,0.3883820878300843
sim,swing,opposite_leg,4,knee_pitch,4,4,9.37543738232808,3.1251706341630436,3.03046849373386,3.03046849373386,9.37543738232808,0.7812693719898908,1.02101725,0.48052475000000006,4.492388859468581,1.5782421654494878,0.2735526359648437
sim,swing,opposite_leg,5,ankle_pitch,4,4,20.27550084607415,12.506873751770925,3.0318627909956204,3.0318627909956204,14.779603191941893,11.749297271713937,0.7453447499999999,0.14434425,3.4244208904974305,1.0305756595910596,0.4945490750110363
sim,swing,opposite_leg,5,ankle_roll,4,4,26.52882594704827,14.118346083840226,3.0318627909956204,3.0318627909956204,24.208636206403934,10.186609494519029,0.3789388075,0.10708178000000002,1.8983668201233768,0.7128059562781913,0.1966610316005829
sim,swing,opposite_leg,5,hip_pitch,4,4,26.626618606619743,3.126699808790841,3.0318627909956204,3.0318627909956204,25.845349234629854,3.126699808790841,0.9142663524999999,0.24973574999999998,4.805420078141136,1.3590397532114413,0.33333138160079967
sim,swing,opposite_leg,5,hip_roll,4,4,20.202650816229042,5.520989317073746,3.0318627909956204,3.0318627909956204,17.0759510074382,3.1518659883398947,0.92482,0.109273275,5.558802135420026,0.616064376256944,0.3920848752091116
sim,swing,opposite_leg,5,knee_pitch,4,4,18.027863068844674,3.126699808790841,3.0318627909956204,3.0318627909956204,18.027863068844674,0.0,0.9800922499999999,0.44195575000000004,4.497756914502285,1.4807050386323857,0.2830701150994027
sim,swing,opposite_leg,6,ankle_pitch,4,4,17.389874609339625,11.795036702405543,3.054142758735641,3.8117373012712927,11.84532820225701,8.669772928257302,0.7366502500000001,0.13750099999999998,4.188387984932549,1.1721715739900604,0.4482625737328886
sim,swing,opposite_leg,6,ankle_roll,4,4,24.471814014029775,13.357612706465849,3.054142758735641,3.8353935037944114,21.34658749640857,10.232386185291162,0.437827525,0.2309005825,1.6251131650660207,1.1183781430123247,0.1589060078393562
sim,swing,opposite_leg,6,hip_pitch,4,4,36.97294363433727,3.150372271100423,3.054142758735641,3.054142758735641,35.38514736374367,1.5877217539860407,0.6970608249999999,0.24604075,3.9213139704630655,1.1288008702330294,0.24606969937652706
