dataset,case_label,step_index,window,side,axis,hist_type,bin_label,count,bar,mean_joint_amplitude_rad,mean_amplitude_gain,mean_tracking_err_rms_rad
sim,4005,6,touchdown,left,roll,amplitude,"[0.020,0.040)",0,,nan,nan,nan
sim,4005,6,touchdown,left,roll,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,4005,6,touchdown,left,roll,amplitude,"[0.080,1.000)",0,,nan,nan,nan
sim,4005,6,touchdown,right,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,4005,6,touchdown,right,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,4005,6,touchdown,right,pitch,frequency,"[2.50,5.00)",0,,nan,nan,nan
sim,4005,6,touchdown,right,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,4005,6,touchdown,right,pitch,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,4005,6,touchdown,right,pitch,frequency,"[12.00,20.00)",2,########################,0.013728000000000004,0.8795231101125792,0.15512232922387756
sim,4005,6,touchdown,right,pitch,frequency,"[20.00,1000.00)",2,########################,0.004642999999999994,0.4019848370585902,0.10536647753004352
sim,4005,6,touchdown,right,pitch,amplitude,"[0.000,0.005)",0,,nan,nan,nan
sim,4005,6,touchdown,right,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,4005,6,touchdown,right,pitch,amplitude,"[0.010,0.020)",4,########################,0.0091855,0.6407539735855847,0.13024440337696055
sim,4005,6,touchdown,right,pitch,amplitude,"[0.020,0.040)",0,,nan,nan,nan
sim,4005,6,touchdown,right,pitch,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,4005,6,touchdown,right,pitch,amplitude,"[0.080,1.000)",0,,nan,nan,nan
sim,4005,6,touchdown,right,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,4005,6,touchdown,right,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,4005,6,touchdown,right,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
sim,4005,6,touchdown,right,roll,frequency,"[5.00,8.00)",1,########################,0.0143643,0.09536591357229637,0.21082389338445193
sim,4005,6,touchdown,right,roll,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,4005,6,touchdown,right,roll,frequency,"[12.00,20.00)",0,,nan,nan,nan
sim,4005,6,touchdown,right,roll,frequency,"[20.00,1000.00)",1,########################,0.0007268999999999991,nan,0.0995600688993668
sim,4005,6,touchdown,right,roll,amplitude,"[0.000,0.005)",1,########################,0.0007268999999999991,nan,0.0995600688993668
sim,4005,6,touchdown,right,roll,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,4005,6,touchdown,right,roll,amplitude,"[0.010,0.020)",0,,nan,nan,nan
sim,4005,6,touchdown,right,roll,amplitude,"[0.020,0.040)",0,,nan,nan,nan
sim,4005,6,touchdown,right,roll,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,4005,6,touchdown,right,roll,amplitude,"[0.080,1.000)",1,########################,0.0143643,0.09536591357229637,0.21082389338445193
sim,5008,1,swing,left,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,5008,1,swing,left,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,5008,1,swing,left,pitch,frequency,"[2.50,5.00)",0,,nan,nan,nan
sim,5008,1,swing,left,pitch,frequency,"[5.00,8.00)",2,########################,0.0978015,1.6356682368531943,0.1502687018198648
sim,5008,1,swing,left,pitch,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,5008,1,swing,left,pitch,frequency,"[12.00,20.00)",0,,nan,nan,nan
sim,5008,1,swing,left,pitch,frequency,"[20.00,1000.00)",0,,nan,nan,nan
sim,5008,1,swing,left,pitch,amplitude,"[0.000,0.005)",0,,nan,nan,nan
sim,5008,1,swing,left,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,5008,1,swing,left,pitch,amplitude,"[0.010,0.020)",0,,nan,nan,nan
sim,5008,1,swing,left,pitch,amplitude,"[0.020,0.040)",0,,nan,nan,nan
sim,5008,1,swing,left,pitch,amplitude,"[0.040,0.080)",1,########################,0.14551,2.9203042527143914,0.08998118252218576
sim,5008,1,swing,left,pitch,amplitude,"[0.080,1.000)",1,########################,0.050093,0.3510322209919973,0.2105562211175438
sim,5008,1,swing,left,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,5008,1,swing,left,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,5008,1,swing,left,roll,frequency,"[2.50,5.00)",1,########################,0.2274216,0.514740575246046,0.08463035268940457
sim,5008,1,swing,left,roll,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,5008,1,swing,left,roll,frequency,"[8.00,12.00)",1,########################,0.02349646,nan,0.010098470961417872
sim,5008,1,swing,left,roll,frequency,"[12.00,20.00)",1,########################,0.00361454,nan,0.0296710383744827
sim,5008,1,swing,left,roll,frequency,"[20.00,1000.00)",0,,nan,nan,nan
sim,5008,1,swing,left,roll,amplitude,"[0.000,0.005)",2,########################,0.0135555,nan,0.019884754667950286
sim,5008,1,swing,left,roll,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,5008,1,swing,left,roll,amplitude,"[0.010,0.020)",0,,nan,nan,nan
sim,5008,1,swing,left,roll,amplitude,"[0.020,0.040)",0,,nan,nan,nan
sim,5008,1,swing,left,roll,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,5008,1,swing,left,roll,amplitude,"[0.080,1.000)",1,############,0.2274216,0.514740575246046,0.08463035268940457
sim,5008,1,swing,right,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,5008,1,swing,right,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,5008,1,swing,right,pitch,frequency,"[2.50,5.00)",1,############,0.088387,0.21828220324973197,0.22456749171368903
sim,5008,1,swing,right,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,5008,1,swing,right,pitch,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,5008,1,swing,right,pitch,frequency,"[12.00,20.00)",1,############,0.061406000000000016,0.17976533138667092,0.1292154595802595
sim,5008,1,swing,right,pitch,frequency,"[20.00,1000.00)",2,########################,0.005819999999999992,0.25946939098210925,0.020176544375883045
sim,5008,1,swing,right,pitch,amplitude,"[0.000,0.005)",0,,nan,nan,nan
sim,5008,1,swing,right,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,5008,1,swing,right,pitch,amplitude,"[0.010,0.020)",1,############,0.003047000000000022,0.19537060784816762,0.023802721202977332
sim,5008,1,swing,right,pitch,amplitude,"[0.020,0.040)",1,############,0.008592999999999962,0.3235681741160509,0.016550367548788754
sim,5008,1,swing,right,pitch,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,5008,1,swing,right,pitch,amplitude,"[0.080,1.000)",2,########################,0.0748965,0.19902376731820143,0.17689147564697427
sim,5008,1,swing,right,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,5008,1,swing,right,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,5008,1,swing,right,roll,frequency,"[2.50,5.00)",1,########################,0.015801647000000002,0.07582534119166683,0.12466322019953734
sim,5008,1,swing,right,roll,frequency,"[5.00,8.00)",1,########################,0.010034753,0.49566574462830365,0.1935265259443382
sim,5008,1,swing,right,roll,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,5008,1,swing,right,roll,frequency,"[12.00,20.00)",1,########################,0.0065165399999999995,0.2738267521190821,0.015337055362924136
sim,5008,1,swing,right,roll,frequency,"[20.00,1000.00)",0,,nan,nan,nan
sim,5008,1,swing,right,roll,amplitude,"[0.000,0.005)",0,,nan,nan,nan
sim,5008,1,swing,right,roll,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,5008,1,swing,right,roll,amplitude,"[0.010,0.020)",0,,nan,nan,nan
sim,5008,1,swing,right,roll,amplitude,"[0.020,0.040)",2,########################,0.0082756465,0.38474624837369287,0.10443179065363116
sim,5008,1,swing,right,roll,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,5008,1,swing,right,roll,amplitude,"[0.080,1.000)",1,############,0.015801647000000002,0.07582534119166683,0.12466322019953734
sim,5008,1,touchdown,left,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,5008,1,touchdown,left,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,5008,1,touchdown,left,pitch,frequency,"[2.50,5.00)",1,########################,0.054179000000000005,nan,0.21699431346202858
sim,5008,1,touchdown,left,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,5008,1,touchdown,left,pitch,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,5008,1,touchdown,left,pitch,frequency,"[12.00,20.00)",0,,nan,nan,nan
sim,5008,1,touchdown,left,pitch,frequency,"[20.00,1000.00)",0,,nan,nan,nan
sim,5008,1,touchdown,left,pitch,amplitude,"[0.000,0.005)",1,########################,0.054179000000000005,nan,0.21699431346202858
sim,5008,1,touchdown,left,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,5008,1,touchdown,left,pitch,amplitude,"[0.010,0.020)",0,,nan,nan,nan
sim,5008,1,touchdown,left,pitch,amplitude,"[0.020,0.040)",0,,nan,nan,nan
sim,5008,1,touchdown,left,pitch,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,5008,1,touchdown,left,pitch,amplitude,"[0.080,1.000)",0,,nan,nan,nan
sim,5008,1,touchdown,left,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,5008,1,touchdown,left,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,5008,1,touchdown,left,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
sim,5008,1,touchdown,left,roll,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,5008,1,touchdown,left,roll,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,5008,1,touchdown,left,roll,frequency,"[12.00,20.00)",2,########################,0.0027105000000000046,0.0105489967230782,0.13639241764081877
sim,5008,1,touchdown,left,roll,frequency,"[20.00,1000.00)",2,########################,0.007076499999999986,nan,0.1292097746407789
sim,5008,1,touchdown,left,roll,amplitude,"[0.000,0.005)",2,########################,0.0069059999999999955,nan,0.12900108787809852
sim,5008,1,touchdown,left,roll,amplitude,"[0.005,0.010)",1,############,0.005526999999999976,nan,0.12596713128299247
sim,5008,1,touchdown,left,roll,amplitude,"[0.010,0.020)",0,,nan,nan,nan
sim,5008,1,touchdown,left,roll,amplitude,"[0.020,0.040)",1,############,0.00023500000000001298,0.0105489967230782,0.1472350775240058
sim,5008,1,touchdown,left,roll,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,5008,1,touchdown,left,roll,amplitude,"[0.080,1.000)",0,,nan,nan,nan
sim,5008,1,touchdown,right,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,5008,1,touchdown,right,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,5008,1,touchdown,right,pitch,frequency,"[2.50,5.00)",0,,nan,nan,nan
sim,5008,1,touchdown,right,pitch,frequency,"[5.00,8.00)",1,########################,0.074539,0.9483695306436631,0.00859780076531202
sim,5008,1,touchdown,right,pitch,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,5008,1,touchdown,right,pitch,frequency,"[12.00,20.00)",0,,nan,nan,nan
sim,5008,1,touchdown,right,pitch,frequency,"[20.00,1000.00)",0,,nan,nan,nan
sim,5008,1,touchdown,right,pitch,amplitude,"[0.000,0.005)",0,,nan,nan,nan
sim,5008,1,touchdown,right,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,5008,1,touchdown,right,pitch,amplitude,"[0.010,0.020)",0,,nan,nan,nan
sim,5008,1,touchdown,right,pitch,amplitude,"[0.020,0.040)",0,,nan,nan,nan
sim,5008,1,touchdown,right,pitch,amplitude,"[0.040,0.080)",1,########################,0.074539,0.9483695306436631,0.00859780076531202
sim,5008,1,touchdown,right,pitch,amplitude,"[0.080,1.000)",0,,nan,nan,nan
sim,5008,1,touchdown,right,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,5008,1,touchdown,right,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,5008,1,touchdown,right,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
sim,5008,1,touchdown,right,roll,frequency,"[5.00,8.00)",1,########################,0.01919753,0.8438634224734798,0.0034880206270892387
sim,5008,1,touchdown,right,roll,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,5008,1,touchdown,right,roll,frequency,"[12.00,20.00)",0,,nan,nan,nan
sim,5008,1,touchdown,right,roll,frequency,"[20.00,1000.00)",1,########################,0.00033228999999999984,nan,0.0020991013889519487
sim,5008,1,touchdown,right,roll,amplitude,"[0.000,0.005)",1,########################,0.00033228999999999984,nan,0.0020991013889519487
sim,5008,1,touchdown,right,roll,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,5008,1,touchdown,right,roll,amplitude,"[0.010,0.020)",0,,nan,nan,nan
sim,5008,1,touchdown,right,roll,amplitude,"[0.020,0.040)",1,########################,0.01919753,0.8438634224734798,0.0034880206270892387
sim,5008,1,touchdown,right,roll,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,5008,1,touchdown,right,roll,amplitude,"[0.080,1.000)",0,,nan,nan,nan
sim,5008,2,swing,left,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,5008,2,swing,left,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,5008,2,swing,left,pitch,frequency,"[2.50,5.00)",1,########################,0.018504999999999994,0.028047270373867603,0.25546957290745137
sim,5008,2,swing,left,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,5008,2,swing,left,pitch,frequency,"[8.00,12.00)",1,########################,0.05677399999999999,0.09762564741001602,0.23780295091472264
sim,5008,2,swing,left,pitch,frequency,"[12.00,20.00)",1,########################,0.03134100000000001,0.8648178807947023,0.027036412802921912
sim,5008,2,swing,left,pitch,frequency,"[20.00,1000.00)",1,########################,0.016900000000000026,0.5193927100620819,0.01872736317976097
sim,5008,2,swing,left,pitch,amplitude,"[0.000,0.005)",0,,nan,nan,nan
sim,5008,2,swing,left,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,5008,2,swing,left,pitch,amplitude,"[0.010,0.020)",0,,nan,nan,nan
sim,5008,2,swing,left,pitch,amplitude,"[0.020,0.040)",2,########################,0.024120500000000017,0.6921052954283922,0.022881887991341443
sim,5008,2,swing,left,pitch,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,5008,2,swing,left,pitch,amplitude,"[0.080,1.000)",2,########################,0.03763949999999999,0.06283645889194181,0.246636261911087
sim,5008,2,swing,left,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,5008,2,swing,left,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,5008,2,swing,left,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
sim,5008,2,swing,left,roll,frequency,"[5.00,8.00)",2,########################,0.11111455,0.40676066367354174,0.13564410022466733
sim,5008,2,swing,left,roll,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,5008,2,swing,left,roll,frequency,"[12.00,20.00)",1,############,0.007843300000000001,0.1736607291124667,0.015438480788924795
sim,5008,2,swing,left,roll,frequency,"[20.00,1000.00)",2,########################,0.01578975,1.3598883264757842,0.016407133182735692
sim,5008,2,swing,left,roll,amplitude,"[0.000,0.005)",0,,nan,nan,nan
sim,5008,2,swing,left,roll,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,5008,2,swing,left,roll,amplitude,"[0.010,0.020)",2,########################,0.01578975,1.3598883264757842,0.016407133182735692
sim,5008,2,swing,left,roll,amplitude,"[0.020,0.040)",1,############,0.010109000000000007,0.2569779856627179,0.15187843311565558
sim,5008,2,swing,left,roll,amplitude,"[0.040,0.080)",1,############,0.007843300000000001,0.1736607291124667,0.015438480788924795
sim,5008,2,swing,left,roll,amplitude,"[0.080,1.000)",1,############,0.2121201,0.5565433416843656,0.11940976733367907
sim,5008,2,swing,right,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,5008,2,swing,right,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,5008,2,swing,right,pitch,frequency,"[2.50,5.00)",0,,nan,nan,nan
sim,5008,2,swing,right,pitch,frequency,"[5.00,8.00)",2,################,0.041769,0.6511880164312066,0.039806691248214184
sim,5008,2,swing,right,pitch,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,5008,2,swing,right,pitch,frequency,"[12.00,20.00)",2,################,0.003130999999999995,0.18933172606042237,0.02398667784909511
sim,5008,2,swing,right,pitch,frequency,"[20.00,1000.00)",3,########################,0.03242433333333334,1.6948031885311747,0.09208195204427394
sim,5008,2,swing,right,pitch,amplitude,"[0.000,0.005)",1,############,0.022845000000000004,nan,0.11481131907031933
sim,5008,2,swing,right,pitch,amplitude,"[0.005,0.010)",2,########################,0.011661500000000005,nan,0.059406168281034184
sim,5008,2,swing,right,pitch,amplitude,"[0.010,0.020)",1,############,0.0025129999999999875,0.18933172606042237,0.005730772766390236
sim,5008,2,swing,right,pitch,amplitude,"[0.020,0.040)",1,############,0.054854000000000014,1.6948031885311747,0.08486478343223415
sim,5008,2,swing,right,pitch,amplitude,"[0.040,0.080)",1,############,0.057193999999999995,1.1104552956023688,0.016082942516840632
sim,5008,2,swing,right,pitch,amplitude,"[0.080,1.000)",1,############,0.026344000000000006,0.19192073726004452,0.06353043997958774
sim,5008,2,swing,right,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,5008,2,swing,right,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,5008,2,swing,right,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
sim,5008,2,swing,right,roll,frequency,"[5.00,8.00)",1,######,0.021261969999999998,1.2903403366954325,0.008889736188054801
sim,5008,2,swing,right,roll,frequency,"[8.00,12.00)",1,######,0.054213300000000006,0.3986313094399502,0.07896117544883326
sim,5008,2,swing,right,roll,frequency,"[12.00,20.00)",4,########################,0.030770975,0.24837678920348316,0.034911805063358316
sim,5008,2,swing,right,roll,frequency,"[20.00,1000.00)",0,,nan,nan,nan
sim,5008,2,swing,right,roll,amplitude,"[0.000,0.005)",0,,nan,nan,nan
sim,5008,2,swing,right,roll,amplitude,"[0.005,0.010)",1,############,0.001857000000000001,nan,0.007350940332535695
sim,5008,2,swing,right,roll,amplitude,"[0.010,0.020)",1,############,0.021261969999999998,1.2903403366954325,0.008889736188054801
sim,5008,2,swing,right,roll,amplitude,"[0.020,0.040)",0,,nan,nan,nan
sim,5008,2,swing,right,roll,amplitude,"[0.040,0.080)",2,########################,0.003154650000000002,0.06980115288112704,0.04020505867365655
sim,5008,2,swing,right,roll,amplitude,"[0.080,1.000)",2,########################,0.08456545000000001,0.5020796856440728,0.06542366901120886
sim,5008,2,touchdown,left,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,5008,2,touchdown,left,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,5008,2,touchdown,left,pitch,frequency,"[2.50,5.00)",1,########################,0.05050199999999999,0.37582604036435074,0.032106098800500506
sim,5008,2,touchdown,left,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,5008,2,touchdown,left,pitch,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,5008,2,touchdown,left,pitch,frequency,"[12.00,20.00)",0,,nan,nan,nan
sim,5008,2,touchdown,left,pitch,frequency,"[20.00,1000.00)",0,,nan,nan,nan
sim,5008,2,touchdown,left,pitch,amplitude,"[0.000,0.005)",0,,nan,nan,nan
sim,5008,2,touchdown,left,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,5008,2,touchdown,left,pitch,amplitude,"[0.010,0.020)",0,,nan,nan,nan
sim,5008,2,touchdown,left,pitch,amplitude,"[0.020,0.040)",0,,nan,nan,nan
sim,5008,2,touchdown,left,pitch,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,5008,2,touchdown,left,pitch,amplitude,"[0.080,1.000)",1,########################,0.05050199999999999,0.37582604036435074,0.032106098800500506
sim,5008,2,touchdown,left,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,5008,2,touchdown,left,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,5008,2,touchdown,left,roll,frequency,"[2.50,5.00)",0,,nan,nan,nan
sim,5008,2,touchdown,left,roll,frequency,"[5.00,8.00)",1,########################,0.0213547,0.8510527217729884,0.001969076560709887
sim,5008,2,touchdown,left,roll,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,5008,2,touchdown,left,roll,frequency,"[12.00,20.00)",1,########################,0.0016939,nan,0.0016152838156187914
sim,5008,2,touchdown,left,roll,frequency,"[20.00,1000.00)",1,########################,0.0012759999999999994,nan,0.00343872022366849
sim,5008,2,touchdown,left,roll,amplitude,"[0.000,0.005)",2,########################,0.0014849499999999996,nan,0.002527002019643641
sim,5008,2,touchdown,left,roll,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,5008,2,touchdown,left,roll,amplitude,"[0.010,0.020)",0,,nan,nan,nan
sim,5008,2,touchdown,left,roll,amplitude,"[0.020,0.040)",1,############,0.0213547,0.8510527217729884,0.001969076560709887
sim,5008,2,touchdown,left,roll,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,5008,2,touchdown,left,roll,amplitude,"[0.080,1.000)",0,,nan,nan,nan
sim,5008,2,touchdown,right,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,5008,2,touchdown,right,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,5008,2,touchdown,right,pitch,frequency,"[2.50,5.00)",0,,nan,nan,nan
sim,5008,2,touchdown,right,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,5008,2,touchdown,right,pitch,frequency,"[8.00,12.00)",1,########################,0.028633999999999993,0.22921980092763808,0.3142224353235219
sim,5008,2,touchdown,right,pitch,frequency,"[12.00,20.00)",1,########################,0.012268000000000001,0.30218758390336314,0.1759589773763618
sim,5008,2,touchdown,right,pitch,frequency,"[20.00,1000.00)",0,,nan,nan,nan
sim,5008,2,touchdown,right,pitch,amplitude,"[0.000,0.005)",0,,nan,nan,nan
sim,5008,2,touchdown,right,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,5008,2,touchdown,right,pitch,amplitude,"[0.010,0.020)",0,,nan,nan,nan
sim,5008,2,touchdown,right,pitch,amplitude,"[0.020,0.040)",0,,nan,nan,nan
sim,5008,2,touchdown,right,pitch,amplitude,"[0.040,0.080)",1,########################,0.012268000000000001,0.30218758390336314,0.1759589773763618
sim,5008,2,touchdown,right,pitch,amplitude,"[0.080,1.000)",1,########################,0.028633999999999993,0.22921980092763808,0.3142224353235219
sim,5008,2,touchdown,right,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,5008,2,touchdown,right,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,5008,2,touchdown,right,roll,frequency,"[2.50,5.00)",1,########################,0.010948,0.0474005877880707,0.10838872533715549
sim,5008,2,touchdown,right,roll,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,5008,2,touchdown,right,roll,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,5008,2,touchdown,right,roll,frequency,"[12.00,20.00)",0,,nan,nan,nan
sim,5008,2,touchdown,right,roll,frequency,"[20.00,1000.00)",0,,nan,nan,nan
sim,5008,2,touchdown,right,roll,amplitude,"[0.000,0.005)",0,,nan,nan,nan
sim,5008,2,touchdown,right,roll,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,5008,2,touchdown,right,roll,amplitude,"[0.010,0.020)",0,,nan,nan,nan
sim,5008,2,touchdown,right,roll,amplitude,"[0.020,0.040)",0,,nan,nan,nan
sim,5008,2,touchdown,right,roll,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,5008,2,touchdown,right,roll,amplitude,"[0.080,1.000)",1,########################,0.010948,0.0474005877880707,0.10838872533715549
sim,5008,3,swing,left,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,5008,3,swing,left,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,5008,3,swing,left,pitch,frequency,"[2.50,5.00)",1,########################,0.144655,1.0398754924231532,0.0326553114768486
sim,5008,3,swing,left,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,5008,3,swing,left,pitch,frequency,"[8.00,12.00)",1,########################,0.0562,0.4014715862413829,0.13134673120091975
sim,5008,3,swing,left,pitch,frequency,"[12.00,20.00)",0,,nan,nan,nan
sim,5008,3,swing,left,pitch,frequency,"[20.00,1000.00)",1,########################,0.01460800000000001,0.9216403785488947,0.07032870686521496
sim,5008,3,swing,left,pitch,amplitude,"[0.000,0.005)",0,,nan,nan,nan
sim,5008,3,swing,left,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,5008,3,swing,left,pitch,amplitude,"[0.010,0.020)",1,############,0.01460800000000001,0.9216403785488947,0.07032870686521496
sim,5008,3,swing,left,pitch,amplitude,"[0.020,0.040)",0,,nan,nan,nan
sim,5008,3,swing,left,pitch,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,5008,3,swing,left,pitch,amplitude,"[0.080,1.000)",2,########################,0.1004275,0.7206735393322681,0.08200102133888418
sim,5008,3,swing,left,roll,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,5008,3,swing,left,roll,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,5008,3,swing,left,roll,frequency,"[2.50,5.00)",1,########,0.006714779200000001,0.4097658186096553,0.014038273515207556
sim,5008,3,swing,left,roll,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,5008,3,swing,left,roll,frequency,"[8.00,12.00)",0,,nan,nan,nan
sim,5008,3,swing,left,roll,frequency,"[12.00,20.00)",2,################,0.0079048531,0.4002217746576934,0.009313810774245979
sim,5008,3,swing,left,roll,frequency,"[20.00,1000.00)",3,########################,0.04974693333333333,0.487511317798468,0.07654041898486678
sim,5008,3,swing,left,roll,amplitude,"[0.000,0.005)",2,########################,0.0068676896,nan,0.005611463771806612
sim,5008,3,swing,left,roll,amplitude,"[0.005,0.010)",0,,nan,nan,nan
sim,5008,3,swing,left,roll,amplitude,"[0.010,0.020)",2,########################,0.0062258531,0.4049937966336743,0.011396854658759791
sim,5008,3,swing,left,roll,amplitude,"[0.020,0.040)",0,,nan,nan,nan
sim,5008,3,swing,left,roll,amplitude,"[0.040,0.080)",0,,nan,nan,nan
sim,5008,3,swing,left,roll,amplitude,"[0.080,1.000)",2,########################,0.0727891,0.487511317798468,0.11413525757858352
sim,5008,3,swing,right,pitch,frequency,"[0.00,1.00)",0,,nan,nan,nan
sim,5008,3,swing,right,pitch,frequency,"[1.00,2.50)",0,,nan,nan,nan
sim,5008,3,swing,right,pitch,frequency,"[2.50,5.00)",1,########################,0.061396000000000006,2.9103837311274914,0.5135701474584616
sim,5008,3,swing,right,pitch,frequency,"[5.00,8.00)",0,,nan,nan,nan
sim,5008,3,swing,right,pitch,frequency,"[8.00,12.00)",1,########################,0.014104000000000005,0.04144296993063358,0.1377125231796356
sim,5008,3,swing,right,pitch,frequency,"[12.00,20.00)",1,########################,0.012268000000000001,0.30218758390336314,0.1759589773763618
sim,5008,3,swing,right,pitch,frequency,"[20.00,1000.00)",0,,nan,nan,nan
sim,5008,3,swing,right,pitch,amplitude,"[0.000,0.005)",0,,nan,nan,nan
sim,5008,3,swing,right,pitch,amplitude,"[0.005,0.010)",0,,nan,nan,nan
