dataset,case_label,kp_case,ankle_kp,ankle_kd,diag_csv,step_index,touchdown_side,window,role,side,joint,sample_count,duration_sec,target_direction_change_rate_hz,joint_direction_change_rate_hz,target_dominant_freq_hz,joint_dominant_freq_hz,target_extrema_rate_hz,joint_extrema_rate_hz,target_range_rad,joint_range_rad,target_path_rad,joint_path_rad,target_path_rate_radps,joint_path_rate_radps,tracking_err_rms_rad
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,1,left,touchdown,landing_leg,left,ankle_pitch,15,0.13980650901794434,21.429613709053875,0.0,6.66699093170565,6.66699093170565,21.429613709053875,0.0,0.5299499999999999,0.2304559,0.7064202999999998,0.23045590000000002,5.046104715077982,1.646193637990783,0.15878446222544992
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,1,left,touchdown,landing_leg,left,ankle_roll,15,0.13980650901794434,14.28640913936925,0.0,6.66699093170565,6.66699093170565,14.28640913936925,0.0,0.272561,0.1711163,0.27501500000000006,0.1711163,1.9644884047318176,1.2223187361075252,0.42375999989851104
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,1,left,touchdown,landing_leg,left,knee_pitch,15,0.13980650901794434,35.71602284842312,0.0,6.66699093170565,6.66699093170565,35.71602284842312,0.0,0.09126800000000002,0.306609,0.22521000000000002,0.306609,1.6087211011386746,2.190170809906433,0.25148236526550594
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,1,left,touchdown,landing_leg,left,hip_pitch,15,0.13980650901794434,28.5728182787385,7.143204569684625,13.3339818634113,6.66699093170565,28.5728182787385,7.143204569684625,1.30975,0.07401600000000003,1.7772819999999996,0.10584700000000002,12.695488904018227,0.7560867740874087,0.4392674749321496
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,1,left,touchdown,landing_leg,left,hip_roll,15,0.13980650901794434,14.28640913936925,7.143204569684625,6.66699093170565,6.66699093170565,14.28640913936925,0.0,1.0939176000000002,0.013422500000000004,1.0952396,0.020517400000000005,7.823520515619561,0.14655998543804735,0.4832948683370688
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,1,left,touchdown,stance_leg,right,ankle_pitch,15,0.13980650901794434,21.429613709053875,7.143204569684625,6.66699093170565,6.66699093170565,21.429613709053875,7.143204569684625,0.23532499999999998,0.05884099999999998,0.407387,0.10307999999999995,2.91004868003011,0.7363215270430907,0.11713910505690801
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,1,left,touchdown,stance_leg,right,ankle_roll,15,0.13980650901794434,28.5728182787385,0.0,6.66699093170565,6.66699093170565,28.5728182787385,0.0,0.1099183,0.1419996,0.13231949999999998,0.14199959999999998,0.9451852570583846,1.0143321916133887,0.036516736885054954
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,1,left,touchdown,stance_leg,right,knee_pitch,15,0.13980650901794434,28.5728182787385,7.143204569684625,6.66699093170565,6.66699093170565,28.5728182787385,7.143204569684625,0.39007600000000003,0.45444799999999996,0.5170500000000001,0.5940379999999998,3.6933939227554364,4.243334956166314,0.7092475517814166
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,1,left,touchdown,stance_leg,right,hip_pitch,15,0.13980650901794434,0.0,7.143204569684625,6.66699093170565,6.66699093170565,0.0,7.143204569684625,1.228917,0.13058200000000003,1.228917,0.1365260000000001,8.77840553016312,0.9752331470807638,0.4200719335955054
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,1,left,touchdown,stance_leg,right,hip_roll,15,0.13980650901794434,35.71602284842312,0.0,13.3339818634113,6.66699093170565,35.71602284842312,0.0,0.1856298,0.0356659,0.618905,0.036049900000000024,4.4209650242006635,0.2575118104166739,0.0541443228679979
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,2,right,swing,event_leg,right,ankle_pitch,33,0.3198714256286621,21.876063994659162,6.250303998474047,6.060900847005136,3.030450423502568,15.625759996185117,3.1251519992370236,0.533567,0.329162,1.9595698999999998,0.43317260000000013,6.1239537906296935,1.3537302169046999,0.13169516492397174
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,2,right,swing,event_leg,right,ankle_roll,33,0.3198714256286621,37.50182399084428,12.500607996948094,3.030450423502568,3.030450423502568,34.37667199160726,9.37545599771107,0.573896,0.20601419999999998,1.7200595,0.41607179999999994,5.375447385231635,1.3002876175961469,0.09491068177000564
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,2,right,swing,event_leg,right,knee_pitch,33,0.3198714256286621,34.37667199160726,3.1251519992370236,3.030450423502568,3.030450423502568,34.37667199160726,3.1251519992370236,0.684488,0.879558,1.5371450000000004,1.4943089999999999,4.803811769867195,4.669942758827877,0.5012549262663085
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,2,right,swing,event_leg,right,hip_pitch,33,0.3198714256286621,21.876063994659162,3.1251519992370236,3.030450423502568,3.030450423502568,21.876063994659162,3.1251519992370236,1.27795,0.25253500000000006,4.447589000000001,0.4538720000000001,13.899391655134597,1.4184189881977067,0.46197865433333213
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,2,right,swing,event_leg,right,hip_roll,33,0.3198714256286621,40.626975990081306,9.37545599771107,3.030450423502568,3.030450423502568,37.50182399084428,6.250303998474047,1.7,0.0617438,4.1079694,0.1403625,12.838028783214515,0.4386541474929067,0.5852612801430023
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,2,right,swing,opposite_leg,left,ankle_pitch,33,0.3198714256286621,31.251519992370234,6.250303998474047,6.060900847005136,3.030450423502568,28.12636799313321,6.250303998474047,0.668166,0.3351678,2.390856800000001,0.40301860000000006,7.471790908409435,1.2594943835197066,0.22540021834807256
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,2,right,swing,opposite_leg,left,ankle_roll,33,0.3198714256286621,34.37667199160726,9.37545599771107,3.030450423502568,3.030450423502568,34.37667199160726,6.250303998474047,0.6054452,0.1800893,1.1537424199999997,0.2901076,3.6056204304675608,0.9066303461338547,0.38926530448260505
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,2,right,swing,opposite_leg,left,knee_pitch,33,0.3198714256286621,34.37667199160726,3.1251519992370236,6.060900847005136,3.030450423502568,34.37667199160726,3.1251519992370236,0.675905,0.584648,1.2781199999999997,0.669786,3.9943192732648236,2.093183056960969,0.2388795959953022
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,2,right,swing,opposite_leg,left,hip_pitch,33,0.3198714256286621,31.251519992370234,3.1251519992370236,3.030450423502568,3.030450423502568,31.251519992370234,3.1251519992370236,1.5894270000000001,0.267109,5.554304799999998,0.430481,17.358046750091788,1.3453185577835531,0.5169548131870381
real,25/0.4 all_ankles,kp25_kd0.4,25.0,0.4,t27_tracking_lag_b1_diag_20260430_100024.csv,2,right,swing,opposite_leg,left,hip_roll,33,0.3198714256286621,28.12636799313321,9.37545599771107,3.030450423502568,3.030450423502568,25.00121599389619,6.250303998474047,1.7,0.0786176,3.5302618000000003,0.10968180000000002,11.032604722100094,0.3427722965499154,0.6262658634123547
