dataset,case_label,diag_csv,step_index,touchdown_side,window,side,axis,touchdown_time_sec,lag_samples,lag_ms,corr,tracking_lag_ms,xcorr_coeff,range_gain_phase,joint_vel_rms_radps,target_vel_rms_radps,velocity_self_excitation_ratio,joint_lock_flag,raw_sample_count,aligned_sample_count,target_range_rad,joint_range_rad,target_path_rad,joint_path_rad,joint_hp_rms_rad,joint_direction_change_rate_hz,target_direction_change_rate_hz,joint_extrema_rate_hz,joint_dominant_freq_hz,target_dominant_freq_hz,f_modal_candidate_hz,freq_gap_hz,amplitude_gain,aligned_tracking_err_rms_rad,aligned_tracking_err_hp_rms_rad,aligned_tracking_err_path_rad,step_risk_score,step_accumulation_score,risk_tags,overall_status
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,1,left,touchdown,left,pitch,1778045946.048306,0,0.0,0.0,0.0,0.0,nan,0.135906430666261,0.0,nan,0,16,16,0.0,0.013096999999999998,0.0,0.01736199999999999,0.0007053619985954037,13.333346049003012,0.0,0.0,6.250005960470162,25.000023841880648,6.250005960470162,18.750017881410486,nan,0.3015090267289895,0.0007053619985954051,0.017361999999999933,29.29,1,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,1,left,touchdown,right,roll,1778045946.048306,4,39.999961853027344,0.3799898586294655,39.999961853027344,0.3799898586294655,0.4545257515906281,0.17352214528077692,0.4099927773251195,0.4232322003642905,0,16,12,0.03183648,0.014470499999999999,0.03746328,0.015759799999999997,0.000802192812569374,9.090917760683872,27.272753282051614,0.0,8.333341280626883,8.333341280626883,16.666682561253765,8.333341280626883,0.4545257515906281,0.006129004841906094,0.0022366508209821553,0.030419079999999998,29.29,1,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,1,left,touchdown,right,pitch,1778045946.048306,4,39.999961853027344,0.5735452646967603,39.999961853027344,0.5735452646967603,0.61015279127524,0.46673286309815276,0.7722491091437826,0.6043812256586926,0,16,12,0.07408800000000001,0.045204999999999995,0.07408800000000001,0.045204999999999995,0.002133580429711123,0.0,0.0,0.0,8.333341280626883,8.333341280626883,16.666682561253765,8.333341280626883,0.61015279127524,0.009640909872344353,0.0026453451864041294,0.03401100000000004,29.29,1,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,2,left,swing,left,roll,1778045946.7483065,12,119.99988555908203,0.1059983867229441,119.99988555908203,0.1059983867229441,0.13052525610701227,0.4774032566380534,3.0419370422490246,0.15694054479348798,0,34,22,0.2978052,0.038871100000000006,0.3139004,0.07413952000000001,0.0030107318520147994,19.047637212861446,19.047637212861446,9.523818606430723,4.545458880341936,4.545458880341936,4.545458880341936,0.0,0.13052525610701227,0.0704530749294819,0.019612021682920616,0.34005510000000005,26.58,1,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,2,left,swing,left,pitch,1778045946.7483065,12,119.99988555908203,0.5404296475783453,119.99988555908203,0.5404296475783453,1.3239288575548795,2.800379762179521,1.8352948322271234,1.525847353245838,0,34,22,0.15602499999999997,0.20656600000000003,0.22388899999999995,0.3411210000000001,0.01737690725885336,14.285727909646084,4.761909303215361,14.285727909646084,4.545458880341936,4.545458880341936,4.545458880341936,0.0,1.3239288575548795,0.1416712106161818,0.018129526065500074,0.40212800000000004,26.58,1,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,2,left,swing,right,roll,1778045946.7483065,11,109.9998950958252,0.7278921178592767,109.9998950958252,0.7278921178592767,0.14103998051002128,0.3265289851501109,2.3719683148732127,0.13766161339619945,0,34,23,0.2187791,0.030856599999999998,0.40835147999999993,0.05422153,0.0017743986979317351,13.636376641025807,13.636376641025807,4.545458880341936,4.347830233370547,4.347830233370547,4.347830233370547,0.0,0.14103998051002128,0.12423298442357142,0.012865628516958497,0.40039665,26.58,1,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,2,left,swing,right,pitch,1778045946.7483065,15,149.99985694885254,0.4330885984392269,149.99985694885254,0.4330885984392269,0.20602308531626132,0.8998199637212936,8.368378577351836,0.10752620180886231,0,34,19,0.5874729999999999,0.12103299999999997,0.5874729999999999,0.12765699999999994,0.002956855169254054,5.555560853751255,0.0,0.0,5.263162914080136,5.263162914080136,5.263162914080136,0.0,0.20602308531626132,0.19526686653088246,0.06496396789922083,0.7018819999999999,26.58,1,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,2,left,touchdown,left,roll,1778045946.7483065,1,9.999990463256836,0.5233990834102802,9.999990463256836,0.5233990834102802,0.4477953678648286,0.24943191304171564,0.7740878406540652,0.322226884265432,0,16,15,0.046933,0.02101638,0.0860510000000001,0.03032672,0.0018385799381985854,14.285727909646084,28.57145581929217,7.142863954823042,6.666673024501506,13.333346049003012,13.333346049003012,0.0,0.4477953678648286,0.4219760321148538,0.004810585311760408,0.0715001400000001,26.58,1,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,2,left,touchdown,left,pitch,1778045946.7483065,5,49.99995231628418,0.14630889883833068,49.99995231628418,0.14630889883833068,nan,0.6250806533960311,0.0,nan,0,16,11,0.0,0.06053599999999998,0.0,0.06053599999999998,0.0029963297522202733,0.0,0.0,0.0,9.090917760683872,36.36367104273549,9.090917760683872,27.272753282051617,nan,0.19965757002382398,0.0029963297522202646,0.06053599999999998,26.58,1,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,2,left,touchdown,right,roll,1778045946.7483065,4,39.999961853027344,0.5657839685947497,39.999961853027344,0.5657839685947497,0.4999960805821498,0.2156006395432464,0.45405137440500404,0.47483754415625945,0,16,12,0.03699529,0.0184975,0.042176229999999995,0.01852521,0.001255557776647886,0.0,18.181835521367745,0.0,8.333341280626883,16.666682561253765,16.666682561253765,0.0,0.4999960805821498,0.004817594549830479,0.00204463029976448,0.026530820000000004,26.58,1,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,2,left,touchdown,right,pitch,1778045946.7483065,3,29.999971389770508,0.8685403153426073,29.999971389770508,0.8685403153426073,0.6345779975487091,0.5718025790920254,0.8863026241734009,0.6451550108241075,0,16,13,0.094644,0.06005900000000003,0.09576800000000002,0.06005900000000003,0.0028912706453011784,0.0,16.666682561253765,0.0,7.6923150282709685,7.6923150282709685,7.6923150282709685,0.0,0.6345779975487091,0.016137250242362084,0.0023254823983193547,0.03836700000000004,26.58,1,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,3,right,swing,left,roll,1778045946.9683053,3,29.999971389770508,0.4465528475912587,29.999971389770508,0.4465528475912587,0.1299573452065187,0.8658245608440123,5.122280272078633,0.16903107890514915,0,34,31,0.5011629,0.0651298,0.9167649000000004,0.12647481,0.006900311369070127,16.666682561253765,30.000028610256777,6.666673024501506,3.2258095279845995,9.6774285839538,9.6774285839538,0.0,0.1299573452065187,0.4135298196441428,0.037548340543404904,0.84848549,30.0,2,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,3,right,swing,left,pitch,1778045946.9683053,6,59.999942779541016,0.05693088372032103,59.999942779541016,0.05693088372032103,0.46319996938302294,0.681380590056267,3.6663721054893728,0.18584599992894585,0,34,28,0.35535839999999996,0.164602,0.35535839999999996,0.167776,0.0018145506717906976,3.70370723583417,0.0,3.70370723583417,3.571431977411521,3.571431977411521,3.571431977411521,0.0,0.46319996938302294,0.1915881775043208,0.026432329417097587,0.5167864,30.0,2,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,3,right,swing,right,roll,1778045946.9683053,0,0.0,0.5547720405780183,0.0,0.5547720405780183,0.3564807435959744,0.4363440027354366,2.043603550608818,0.21351695274039018,0,34,34,0.18966859,0.0676132,0.36694854,0.1061513,0.002565871554165212,12.121223680911829,21.2121414415957,6.060611840455914,2.9411792755153705,2.9411792755153705,2.9411792755153705,0.0,0.3564807435959744,0.04190632676591906,0.012775959568110767,0.37253820000000004,30.0,2,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,3,right,swing,right,pitch,1778045946.9683053,2,19.999980926513672,0.5238429555842038,19.999980926513672,0.5238429555842038,0.9306660441395658,1.5109014219061747,2.2185582575538687,0.68102850883531,0,34,32,0.167061,0.15547799999999998,0.47881999999999997,0.270223,0.011460816606879627,9.6774285839538,29.032285751861398,6.451619055969199,3.125002980235081,3.125002980235081,3.125002980235081,0.0,0.9306660441395658,0.04523609201594453,0.011389887379926302,0.35237699999999994,30.0,2,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,3,right,touchdown,left,roll,1778045946.9683053,2,19.999980926513672,0.8242306278679478,19.999980926513672,0.8242306278679478,0.6535359625505621,1.840377533331584,2.164118688080744,0.8504050833569248,0,15,13,0.1321889,0.0863902,0.17903189999999997,0.15559989999999999,0.015038776282210274,25.000023841880648,25.000023841880648,25.000023841880648,15.384630056541937,7.6923150282709685,7.6923150282709685,0.0,0.6535359625505621,0.04528751617417236,0.008536964153781138,0.13758061999999996,30.0,2,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,3,right,touchdown,left,pitch,1778045946.9683053,4,39.999961853027344,0.4244177456783311,39.999961853027344,0.4244177456783311,0.03527160458697323,0.8331632079048322,10.829521160740878,0.07693444571909708,0,15,11,0.70286,0.024791000000000007,0.8030139999999999,0.06887299999999996,0.006335862364494519,40.000038147009036,20.000019073504518,40.000038147009036,18.181835521367745,9.090917760683872,9.090917760683872,0.0,0.03527160458697323,0.30424151337308564,0.05877656374221146,0.7654050000000002,30.0,2,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,3,right,touchdown,right,roll,1778045946.9683053,0,0.0,0.8710072269516688,0.0,0.8710072269516688,0.1866335664534067,1.3601727346573018,7.9457019411416265,0.17118345801703636,0,15,15,0.35246500000000003,0.0657818,0.7395308,0.08503454000000003,0.009131676333979603,21.428591864469126,35.71431977411521,14.285727909646084,6.666673024501506,6.666673024501506,13.333346049003012,6.666673024501506,0.1866335664534067,0.10997228265240354,0.0503090522974554,0.6578545000000001,30.0,2,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,3,right,touchdown,right,pitch,1778045946.9683053,2,19.999980926513672,0.4388248503806466,19.999980926513672,0.4388248503806466,0.526813078383591,2.139176904365702,3.6610609609623017,0.584305185621226,0,15,13,0.13377799999999995,0.07047600000000001,0.38544999999999985,0.136464,0.015348095264491489,8.333341280626883,50.000047683761295,8.333341280626883,7.6923150282709685,7.6923150282709685,7.6923150282709685,0.0,0.526813078383591,0.1405846059843297,0.022580992533389476,0.34577999999999987,30.0,2,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,4,left,swing,left,roll,1778045947.4082992,20,199.99980926513672,0.2199346979079095,199.99980926513672,0.2199346979079095,1.4849353214301888,0.2634834513768557,0.2192354997559567,1.2018284067596439,0,33,13,0.014572060000000001,0.0216385666,0.02088148,0.025952186599999996,0.0017871928579765402,16.666682561253765,16.666682561253765,16.666682561253765,7.6923150282709685,7.6923150282709685,7.6923150282709685,0.0,1.4849353214301888,0.01321521542699193,0.002820329002172907,0.03960592660000001,60.0,3,high_tracking_err;joint_lock;risk,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,4,left,swing,left,pitch,1778045947.4082992,6,59.999942779541016,0.2568199851456845,59.999942779541016,0.2568199851456845,0.8278168743530986,1.7095339524620212,3.492438544463552,0.4894957865964712,0,33,27,0.22124699999999997,0.18315199999999998,0.5897929999999998,0.284015,0.00979610667552584,3.8461575141354842,23.076945084812905,3.8461575141354842,3.70370723583417,3.70370723583417,3.70370723583417,0.0,0.8278168743530986,0.06387137879479468,0.02456860374135393,0.549474,60.0,3,high_tracking_err;joint_lock;risk,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,4,left,swing,right,roll,1778045947.4082992,20,199.99980926513672,0.9328727369928312,199.99980926513672,0.9328727369928312,0.0866160800418952,0.33035860664638983,2.148773530992052,0.15374286860927075,1,33,13,0.181405,0.01571259,0.21328499999999997,0.02831548,0.0022472824013951187,25.000023841880648,25.000023841880648,16.666682561253765,7.6923150282709685,7.6923150282709685,7.6923150282709685,0.0,0.0866160800418952,0.2819394144237312,0.011825690084399244,0.19687911999999996,60.0,3,high_tracking_err;joint_lock;risk,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,4,left,swing,right,pitch,1778045947.4082992,7,69.99993324279785,0.2727495401718832,69.99993324279785,0.2727495401718832,0.15169868421052635,0.8587624552909616,9.460790431929045,0.09077068786903263,0,33,26,0.76,0.11529100000000003,1.403782,0.18994,0.005117249145182154,12.00001144410271,12.00001144410271,12.00001144410271,3.8461575141354842,3.8461575141354842,3.8461575141354842,0.0,0.15169868421052635,0.3443060392696195,0.05099369857117446,1.487024,60.0,3,high_tracking_err;joint_lock;risk,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,4,left,touchdown,left,roll,1778045947.4082992,4,39.999961853027344,-0.15883423069897157,39.999961853027344,-0.15883423069897157,0.6926396681807191,0.7312413858299204,1.3001923705251117,0.5624101497646784,0,15,11,0.07859700000000003,0.0544394,0.10179200000000005,0.0573264,0.004085086068207645,10.000009536752259,40.000038147009036,0.0,9.090917760683872,9.090917760683872,9.090917760683872,0.0,0.6926396681807191,0.43570543611608353,0.008234588828696428,0.12139319999999998,60.0,3,high_tracking_err;joint_lock;risk,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,4,left,touchdown,left,pitch,1778045947.4082992,0,0.0,-0.22260449323705014,0.0,-0.22260449323705014,0.2751887235544314,0.763640025127448,3.214110334021788,0.23758986026217463,0,15,15,0.38111300000000004,0.10487800000000003,0.41803100000000004,0.10487800000000003,0.0034540087877014077,0.0,7.142863954823042,0.0,6.666673024501506,6.666673024501506,6.666673024501506,0.0,0.2751887235544314,0.2888114540054578,0.018580879312319616,0.508783,60.0,3,high_tracking_err;joint_lock;risk,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,4,left,touchdown,right,roll,1778045947.4082992,3,29.999971389770508,0.8018063574250821,29.999971389770508,0.8018063574250821,1.1111671736407247,0.20304687345400635,0.31288739283806305,0.6489455251368809,0,15,12,0.016588620000000002,0.01843273,0.029146580000000005,0.01919889,0.0011733665198135597,9.090917760683872,27.272753282051614,0.0,8.333341280626883,8.333341280626883,16.666682561253765,8.333341280626883,1.1111671736407247,0.006273313225181285,0.0017216091357425776,0.020572087999999995,60.0,3,high_tracking_err;joint_lock;risk,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,4,left,touchdown,right,pitch,1778045947.4082992,2,19.999980926513672,0.5904575527653882,19.999980926513672,0.5904575527653882,0.58505013101533,0.33503697547089645,0.6699087376714009,0.5001233102817604,0,15,13,0.06373299999999998,0.037287000000000015,0.06373299999999998,0.037287000000000015,0.0018936945846451901,0.0,0.0,0.0,7.6923150282709685,7.6923150282709685,7.6923150282709685,0.0,0.58505013101533,0.010864445661811818,0.002865369911718711,0.035043999999999964,60.0,3,high_tracking_err;joint_lock;risk,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,5,right,swing,left,roll,1778045947.7683032,4,39.999961853027344,0.6320694007212547,39.999961853027344,0.6320694007212547,0.23287243134317487,0.944324093999927,2.832264476899773,0.3334166359469347,0,34,30,0.45953443,0.1070129,0.53770987,0.21882847000000002,0.004762514020624292,10.344837451812682,27.586233204833817,10.344837451812682,3.333336512250753,3.333336512250753,3.333336512250753,0.0,0.23287243134317487,0.2809549692628175,0.010826932004311103,0.5504610400000001,30.0,3,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,5,right,swing,left,pitch,1778045947.7683032,20,199.99980926513672,0.3542555666951585,199.99980926513672,0.3542555666951585,0.3279932117325257,2.501873430887541,3.5235151322281024,0.710050428903785,0,34,14,0.4480672,0.14696299999999995,0.4480672,0.20176499999999992,0.01889188422418525,23.076945084812905,0.0,23.076945084812905,14.285727909646084,7.142863954823042,7.142863954823042,0.0,0.3279932117325257,0.4628312160501771,0.01464558985393236,0.37790859999999993,30.0,3,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,5,right,swing,right,roll,1778045947.7683032,1,9.999990463256836,0.5429280338612723,9.999990463256836,0.5429280338612723,0.044816828665477065,0.3284157314801288,6.591529640622864,0.04982390270327228,0,34,33,0.451135,0.020218439999999997,1.1163000799999998,0.06724529800000001,0.002293379594736992,15.625014901175405,34.37503278258589,3.125002980235081,3.030305920227957,3.030305920227957,3.030305920227957,0.0,0.044816828665477065,0.18823763214106115,0.04831523028899159,1.0926513620000002,30.0,3,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,5,right,swing,right,pitch,1778045947.7683032,4,39.999961853027344,0.13413505431507922,39.999961853027344,0.13413505431507922,0.3219812617538295,1.7326141944474236,4.027591178831669,0.4301862124323213,0,34,30,0.648193,0.20870600000000003,0.9233140000000001,0.35210899999999995,0.009202706572324052,3.448279150604227,13.793116602416909,3.448279150604227,3.333336512250753,3.333336512250753,3.333336512250753,0.0,0.3219812617538295,0.32064524245243164,0.022238795125165512,0.857545,30.0,3,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,5,right,touchdown,left,roll,1778045947.7683032,3,29.999971389770508,0.32467380953889974,29.999971389770508,0.32467380953889974,1.0466487861165865,0.12725745008092887,0.22999980711865006,0.5532937252216066,0,15,12,0.01223676,0.01280759,0.01956741,0.01280759,0.0005891916245008998,0.0,18.181835521367745,0.0,8.333341280626883,8.333341280626883,16.666682561253765,8.333341280626883,1.0466487861165865,0.0036057907758146475,0.0011817547964694333,0.015336299999999999,30.0,3,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,5,right,touchdown,left,pitch,1778045947.7683032,3,29.999971389770508,0.7200147528891677,29.999971389770508,0.7200147528891677,0.6933547421815113,0.2508787502389826,0.7643453400547343,0.32822696377139854,0,15,12,0.02740300000000001,0.01899999999999996,0.059197,0.024135999999999935,0.0016287056749390639,9.090917760683872,27.272753282051614,0.0,8.333341280626883,8.333341280626883,8.333341280626883,0.0,0.6933547421815113,0.011449597744025779,0.0049148547794802405,0.04902100000000015,30.0,3,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,5,right,touchdown,right,roll,1778045947.7683032,2,19.999980926513672,0.10815394978880172,19.999980926513672,0.10815394978880172,0.2778216819667818,0.3029253069988079,2.229786701847309,0.13585393918971878,0,15,13,0.09880099999999997,0.02744906,0.20187899999999986,0.03488256,0.0016446798932658595,8.333341280626883,41.66670640313441,8.333341280626883,7.6923150282709685,7.6923150282709685,7.6923150282709685,0.0,0.2778216819667818,0.3602179776653449,0.016755838122006095,0.20128303999999986,30.0,3,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,5,right,touchdown,right,pitch,1778045947.7683032,2,19.999980926513672,0.34313000317844294,19.999980926513672,0.34313000317844294,0.8124354376313009,0.6047839174490429,1.7272126413543278,0.3501502380012832,0,15,13,0.08615699999999998,0.06999699999999998,0.101132,0.06999699999999998,0.0028359697553516357,0.0,8.333341280626883,0.0,7.6923150282709685,7.6923150282709685,7.6923150282709685,0.0,0.8124354376313009,0.6308506514806326,0.011703592854210954,0.16354100000000016,30.0,3,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,6,left,swing,left,roll,1778045948.0883052,2,19.999980926513672,0.4389780958997997,19.999980926513672,0.4389780958997997,0.1299180980007138,0.7451395460142279,5.021045829775563,0.1484032552731221,0,32,30,0.4267173,0.055438299999999996,0.6289167600000001,0.09761799999999998,0.004775046126776075,10.344837451812682,20.689674903625363,6.896558301208454,3.333336512250753,3.333336512250753,3.333336512250753,0.0,0.1299180980007138,0.15636126150535767,0.031043682616559105,0.5723708400000002,30.0,3,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,6,left,swing,left,pitch,1778045948.0883052,5,49.99995231628418,0.19189250450944167,49.99995231628418,0.19189250450944167,0.6495681900311705,1.3201810318916911,5.273897078000627,0.2503236245164233,0,32,27,0.25873650000000004,0.16806699999999997,0.8072852,0.27450899999999995,0.005819238596670482,7.6923150282709685,19.23078757067742,3.8461575141354842,3.70370723583417,3.70370723583417,14.81482894333668,11.11112170750251,0.6495681900311705,0.06159568118374258,0.039967630251432455,0.6576742000000001,30.0,3,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,6,left,swing,right,roll,1778045948.0883052,3,29.999971389770508,0.6439941351804502,29.999971389770508,0.6439941351804502,0.18021108293865928,0.8607498780020875,2.8875573912122716,0.2980892710986853,0,32,29,0.41498379999999996,0.07478467999999999,0.5661930399999998,0.16471791,0.004916850704480003,10.714295932234563,35.71431977411521,10.714295932234563,6.896558301208454,3.448279150604227,3.448279150604227,0.0,0.18021108293865928,0.2880402212606094,0.009990890648203575,0.5222503499999998,30.0,3,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,6,left,swing,right,pitch,1778045948.0883052,20,199.99980926513672,0.1877047850602432,199.99980926513672,0.1877047850602432,2.8290842872008355,1.8425719828396268,1.0431096424881052,1.76642215524399,0,32,12,0.03459599999999996,0.09787499999999999,0.03459599999999996,0.148714,0.01186065624535434,18.181835521367745,0.0,18.181835521367745,8.333341280626883,33.33336512250753,8.333341280626883,25.000023841880648,2.8290842872008355,0.7267181458387656,0.013602749311338872,0.17908000000000013,30.0,3,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,6,left,touchdown,left,roll,1778045948.0883052,5,49.99995231628418,-0.11710222439154591,49.99995231628418,-0.11710222439154591,0.6586757844954305,0.8305672787636031,1.3459829421225231,0.6170711773314566,0,16,11,0.10952899999999999,0.0721441,0.11634300000000009,0.0740978,0.004255585292988401,10.000009536752259,20.000019073504518,10.000009536752259,9.090917760683872,9.090917760683872,9.090917760683872,0.0,0.6586757844954305,0.42503968931178715,0.008759371098526501,0.09825697999999994,30.0,3,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,6,left,touchdown,left,pitch,1778045948.0883052,0,0.0,-0.2357951664011281,0.0,-0.2357951664011281,0.29891345927150714,0.6706617934801445,3.4483736840865435,0.1944864028440698,0,16,16,0.32023650000000004,0.095723,0.4301607500000001,0.095723,0.003112884398156261,0.0,20.000019073504518,0.0,6.250005960470162,6.250005960470162,6.250005960470162,0.0,0.29891345927150714,0.3976567723498599,0.022246496322318895,0.5072697500000001,30.0,3,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,6,left,touchdown,right,roll,1778045948.0883052,2,19.999980926513672,0.8147886665895829,19.999980926513672,0.8147886665895829,1.3767565707861684,0.3007474331121975,0.36737830515219766,0.8186314458269486,0,16,14,0.02476416,0.03409422,0.036210099999999995,0.034094219999999995,0.0014869225189161714,0.0,7.6923150282709685,0.0,7.142863954823042,7.142863954823042,7.142863954823042,0.0,1.3767565707861684,0.0123488543405081,0.001971711748292976,0.029538219999999994,30.0,3,high_tracking_err;warn,fail
sim,2504,t27_tracking_lag_b1_diag_20260506_133905_2504.csv,6,left,touchdown,right,pitch,1778045948.0883052,3,29.999971389770508,0.5487385528329306,29.999971389770508,0.5487385528329306,0.4057757405937707,0.2806035715170182,0.8688299348113194,0.322967200224237,0,16,13,0.06174099999999999,0.025052999999999992,0.08643099999999998,0.026964999999999906,0.0019127764980508537,16.666682561253765,33.33336512250753,8.333341280626883,7.6923150282709685,7.6923150282709685,23.076945084812905,15.384630056541937,0.4057757405937707,0.008750074632648744,0.005443525024530737,0.06567000000000006,30.0,3,high_tracking_err;warn,fail
sim,3505,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,1,left,swing,left,roll,1778045425.262834,12,119.99130249023438,0.6599712585349314,119.99130249023438,0.6599712585349314,0.38045169839381104,1.5632854628437045,3.5671502787898364,0.4382449127918582,0,34,22,0.4127223,0.1570209,0.42318589999999995,0.23578872,0.008782964177721517,19.048999704793697,9.524499852396849,19.048999704793697,9.091568040924264,4.545784020462132,4.545784020462132,0.0,0.38045169839381104,0.09138617528665875,0.012287401352083813,0.3560206200000001,27.32,1,high_tracking_err;warn,warn
sim,3505,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,1,left,swing,left,pitch,1778045425.262834,13,129.9905776977539,0.5598294233988617,129.9905776977539,0.5598294233988617,1.6853435279599507,3.0650607120030804,2.002251707397326,1.5308068914009179,0,34,21,0.15720699999999999,0.26494779999999996,0.22624299999999997,0.4114806,0.017150110115937176,15.001087267525035,5.000362422508346,15.001087267525035,4.762249926198424,4.762249926198424,4.762249926198424,0.0,1.6853435279599507,0.17714403668767348,0.018666028143041958,0.47238559999999985,27.32,1,high_tracking_err;warn,warn
sim,3505,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,1,left,swing,right,roll,1778045425.262834,10,99.99275207519531,0.8250901053346624,99.99275207519531,0.8250901053346624,0.23303916042206443,0.4870322663137995,2.267231182979314,0.214813676686381,0,34,24,0.23204039999999998,0.0540745,0.36333509999999997,0.07067375000000001,0.0023619471645889615,8.696282473927557,21.740706184818894,8.696282473927557,4.166968685423621,4.166968685423621,4.166968685423621,0.0,0.23303916042206443,0.08591317753957842,0.011725166830085322,0.31493485,27.32,1,high_tracking_err;warn,warn
sim,3505,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,1,left,swing,right,pitch,1778045425.262834,5,49.996376037597656,0.6446039881205576,49.996376037597656,0.6446039881205576,0.27186967566201353,1.0323218637377554,8.57357236623645,0.12040743573858873,0,34,29,0.549951,0.149515,1.151854,0.16509500000000005,0.0044012618339828394,3.571687444648818,14.286749778595272,0.0,3.448525808626445,3.448525808626445,3.448525808626445,0.0,0.27186967566201353,0.1919213427718807,0.054190482323808735,1.0794550000000003,27.32,1,high_tracking_err;warn,warn
sim,3505,t27_tracking_lag_b1_diag_20260506_133024_3505.csv,1,left,touchdown,left,roll,1778045425.262834,4,39.997100830078125,-0.007086750005185438,39.997100830078125,-0.007086750005185438,0.3116662930164782,0.5105561610763314,1.220107756520016,0.41845169686695266,0,15,11,0.07136799999999999,0.022243000000000013,0.08198299999999992,0.044329000000000035,0.0032941831496034546,10.000724845016691,30.00217453505007,0.0,9.091568040924264,18.183136081848527,9.091568040924264,9.091568040924264,0.3116662930164782,0.22937646051553842,0.011983535475018856,0.08864199999999989,27.32,1,high_tracking_err;warn,warn
