timestamp_ns,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_pitch_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_pitch_joint,right_ankle_pitch_joint,right_ankle_roll_joint
1775801474463713038,-1.97802,-0.805862,0.512817,-2.0757,1.33303,-0.0240906,2.0757,0.903542,-0.268623,-1.48962,0.706101,0.215335
1775801474464615796,-2.41758,-0.805862,0.512817,-2.0757,1.41138,0.167147,1.8315,0.708183,-0.0732574,-1.0989,0.784587,0.311019
1775801474465745892,-2.3199,-0.805862,0.561661,-1.88034,1.60741,0.191022,1.48962,0.952377,-0.317459,-1.88034,0.549197,0.167488
1775801474466740171,-2.3199,-0.805862,0.561661,-1.88034,1.60741,0.191022,1.48962,0.952377,-0.317459,-1.88034,0.549197,0.167488
1775801474467720023,-1.97802,-0.561661,0.561661,-1.29426,1.45058,0.238861,1.78266,0.610504,-0.317459,-1.73382,0.431538,0.191396
1775801474468655099,-1.97802,-0.561661,0.561661,-1.29426,1.45058,0.238861,1.78266,0.610504,-0.317459,-1.73382,0.431538,0.191396
1775801474469708497,-2.02686,-0.512817,0.561661,-1.53846,1.64661,0.262735,1.78266,1.05006,-0.268623,-1.92918,0.549242,0.263166
1775801474470747814,-1.8315,-0.317459,0.65934,-1.53846,1.37216,0.286686,1.63614,0.610504,-0.21978,-1.78266,0.313863,0.167464
1775801474471765474,-2.22222,-0.463982,0.561661,-1.88034,1.29373,0.33451,1.39194,0.805862,-0.21978,-1.19658,0.510012,0.239245
1775801474472571179,-1.63614,-0.708183,0.561661,-1.24542,1.5689,0.310717,1.8315,0.854698,-0.268623,-1.19658,0.627613,-0.0238417
1775801474473635826,-1.78266,-0.610504,0.561661,-1.24542,1.53034,0.38266,1.73382,0.757019,-0.170937,-1.53846,0.784549,0.0718513
1775801474474608855,-1.68498,-0.65934,0.561661,-1.92918,1.56959,0.358723,1.44078,1.0989,-0.21978,-1.3431,0.431427,-0.191298
1775801474475687448,-1.63614,-0.366302,0.65934,-1.5873,1.45185,0.430526,1.48962,0.708183,-0.122101,-1.0989,0.549378,-0.119585
1775801474476612853,-1.8315,-0.463982,0.610504,-1.5873,0.941665,0.502383,1.53846,1.0989,-0.170937,-0.952377,0.745636,8.37482e-05
1775801474477643029,-1.8315,-1.00122,0.65934,-1.44078,1.13793,0.382711,1.44078,0.65934,-0.122101,-1.39194,0.784853,-0.119558
1775801474478639103,-1.78266,-0.512817,0.561661,-1.97802,0.941758,0.263096,1.88034,1.00122,-0.0244217,-1.39194,0.902547,-0.23919
1775801474479644272,-1.63614,-0.561661,0.610504,-1.97802,1.17728,0.119485,1.73382,0.805862,-0.21978,-1.14774,0.981024,-0.287041
1775801474480623693,-1.24542,-0.708183,0.805862,-1.39194,1.09882,0.0716402,1.19658,0.903542,-0.170937,-1.19658,0.824048,-0.287059
1775801474481807313,-1.78266,-0.903542,0.65934,-1.8315,0.82409,0.143466,1.48962,1.00122,-0.21978,-1.53846,0.863209,-0.550283
1775801474482698865,-1.78266,-0.903542,0.65934,-1.8315,0.82409,0.143466,1.48962,1.00122,-0.21978,-1.53846,0.863209,-0.550283
1775801474483736092,-1.78266,-0.610504,0.65934,-1.78266,0.9026,0.0955971,1.5873,0.805862,-0.21978,-1.53846,0.980979,-0.478483
